2018-03-20	65.253997
2018-03-19	65.235
2018-03-18	65.004997
2018-03-17	65.0886
2018-03-16	65.0886
2018-03-15	65.054603
2018-03-14	64.854003
2018-03-13	64.874
2018-03-12	65.003997
2018-03-11	64.976104
2018-03-10	65.004997
2018-03-09	65.004997
2018-03-08	65.124
2018-03-07	64.893997
2018-03-06	64.918998
2018-03-05	65.043998
2018-03-04	65.234001
2018-03-03	65.218597
2018-03-02	65.218597
2018-03-01	65.244003
2018-02-28	65.223999
2018-02-27	64.933998
2018-02-26	64.784996
2018-02-25	64.893699
2018-02-24	64.893699
2018-02-23	64.893699
2018-02-22	64.994003
2018-02-21	64.824005
2018-02-20	64.874
2018-02-19	64.555404
2018-02-18	64.4095
2018-02-17	64.263999
2018-02-16	64.263999
2018-02-15	63.913997
2018-02-14	64.118995
2018-02-13	64.293998
2018-02-12	64.293998
2018-02-11	64.363998
2018-02-10	64.363998
2018-02-09	64.363998
2018-02-08	64.480003
2018-02-07	64.293998
2018-02-06	64.223999
2018-02-05	64.153999
2018-02-04	64.143997
2018-02-03	64.143997
2018-02-02	64.143997
2018-02-01	63.9505
2018-01-31	63.564002
2018-01-30	63.704002
2018-01-29	63.613998
2018-01-28	63.593997
2018-01-27	63.593997
2018-01-26	63.593997
2018-01-25	63.533996
2018-01-24	63.587997
2018-01-23	63.773998
2018-01-22	63.903999
2018-01-21	63.843997
2018-01-20	63.843997
2018-01-19	63.843997
2018-01-18	63.884002
2018-01-17	63.903999
2018-01-16	64.034004
2018-01-15	63.533996
2018-01-14	63.623996
2018-01-13	63.623996
2018-01-12	63.623996
2018-01-11	63.704002
2018-01-10	63.644001
2018-01-09	63.688999
2018-01-08	63.493999
2018-01-07	63.354
2018-01-06	63.354
2018-01-05	63.354
2018-01-04	63.418998
2018-01-03	63.447795
2018-01-02	63.474998
2018-01-01	63.699996
2017-12-31	63.855003
2017-12-30	63.855003
2017-12-29	63.855003
2017-12-28	64.095001
2017-12-27	64.134002
2017-12-26	64.064002
2017-12-25	64.050003
2017-12-24	64.0419
2017-12-23	64.034004
2017-12-22	64.034004
2017-12-21	64.034004
2017-12-20	64.135002
2017-12-19	64.074996
2017-12-18	64.224998
2017-12-17	64.095001
2017-12-16	64.095001
2017-12-15	64.095001
2017-12-14	64.355003
2017-12-13	64.339698
2017-12-12	64.5839
2017-12-11	64.374
2017-12-10	64.493995
2017-12-09	64.493995
2017-12-08	64.493995
2017-12-07	64.583999
2017-12-06	64.543998
2017-12-05	64.374
2017-12-04	64.393997
2017-12-03	64.534004
2017-12-02	64.534004
2017-12-01	64.534004
2017-11-30	64.504005
2017-11-29	64.374
2017-11-28	64.423995
2017-11-27	64.497001
2017-11-26	64.694
2017-11-25	64.694
2017-11-24	64.694
2017-11-23	64.607002
2017-11-22	64.893997
2017-11-21	64.893997
2017-11-20	65.119003
2017-11-19	65.033996
2017-11-18	64.909202
2017-11-17	64.909202
2017-11-16	65.314002
2017-11-15	65.283996
2017-11-14	65.424003
2017-11-13	65.453994
2017-11-12	65.183998
2017-11-11	65.184997
2017-11-10	65.184997
2017-11-09	64.995002
2017-11-08	64.940002
2017-11-07	65.074996
2017-11-06	64.68
2017-11-05	64.575004
2017-11-04	64.575004
2017-11-03	64.575004
2017-11-02	64.594001
2017-11-01	64.583999
2017-10-31	64.763999
2017-10-30	64.874
2017-10-29	65.054
2017-10-28	65.050003
2017-10-27	65.050003
2017-10-26	64.854003
2017-10-25	64.895004
2017-10-24	65.103996
2017-10-23	65.041999
2017-10-22	65.055
2017-10-21	65.04
2017-10-20	65.04
2017-10-19	65.013999
2017-10-18	65.063995
2017-10-17	65.049003
2017-10-16	64.719001
2017-10-15	64.720001
2017-10-14	64.720001
2017-10-13	64.720001
2017-10-12	65.074996
2017-10-11	65.174003
2017-10-10	65.274002
2017-10-09	65.374
2017-10-08	65.414001
2017-10-07	65.379997
2017-10-06	65.379997
2017-10-05	65.164001
2017-10-04	65.049003
2017-10-03	65.503997
2017-10-02	65.525001
2017-10-01	65.330001
2017-09-30	65.285003
2017-09-29	65.285003
2017-09-28	65.485
2017-09-27	65.735
2017-09-26	65.459999
2017-09-25	65.146995
2017-09-24	64.813995
2017-09-23	64.794998
2017-09-22	64.794998
2017-09-21	64.824005
2017-09-20	64.264999
2017-09-19	64.319
2017-09-18	64.177001
2017-09-17	64.130004
2017-09-16	64.077995
2017-09-15	64.077995
2017-09-14	64.144996
2017-09-13	64.025001
2017-09-12	64.051002
2017-09-11	63.935001
2017-09-10	63.805
2017-09-09	63.875
2017-09-08	63.875
2017-09-07	64.034004
2017-09-06	64.079002
2017-09-05	64.125
2017-09-04	64.055
2017-09-03	64.044998
2017-09-02	64.044998
2017-09-01	64.025001
2017-08-31	63.955001
2017-08-30	64.010002
2017-08-29	64.035003
2017-08-28	63.849998
2017-08-27	64.025001
2017-08-26	64.035003
2017-08-25	64.035003
2017-08-24	64.064002
2017-08-23	64.064002
2017-08-22	64.099998
2017-08-21	64.130004
2017-08-20	64.114997
2017-08-19	64.154998
2017-08-18	64.154998
2017-08-17	64.189994
2017-08-16	64.154998
2017-08-15	64.139999
2017-08-14	64.260002
2017-08-13	64.160003
2017-08-12	64.135002
2017-08-11	64.135002
2017-08-10	64.113998
2017-08-09	63.878997
2017-08-08	63.711002
2017-08-07	63.800003
2017-08-06	63.653999
2017-08-05	63.647998
2017-08-04	63.647998
2017-08-03	63.714
2017-08-02	63.653999
2017-08-01	64.113998
2017-07-31	64.184997
2017-07-30	64.134002
2017-07-29	64.154998
2017-07-28	64.154998
2017-07-27	64.112998
2017-07-26	64.336997
2017-07-25	64.385002
2017-07-24	64.345001
2017-07-23	64.404998
2017-07-22	64.404998
2017-07-21	64.404998
2017-07-20	64.394996
2017-07-19	64.275001
2017-07-18	64.290496
2017-07-17	64.345001
2017-07-16	64.400001
2017-07-15	64.314994
2017-07-14	64.314994
2017-07-13	64.479003
2017-07-12	64.474998
2017-07-11	64.575004
2017-07-10	64.473999
2017-07-09	64.624
2017-07-08	64.589996
2017-07-07	64.589996
2017-07-06	64.779998
2017-07-05	64.819
2017-07-04	64.800003
2017-07-03	64.864997
2017-07-02	64.639999
2017-07-01	64.639999
2017-06-30	64.639999
2017-06-29	64.68
2017-06-28	64.525001
2017-06-27	64.495002
2017-06-26	64.455001
2017-06-25	64.504997
2017-06-24	64.504005
2017-06-23	64.504005
2017-06-22	64.613998
2017-06-21	64.554
2017-06-20	64.558998
2017-06-19	64.493995
2017-06-18	64.454002
2017-06-17	64.454002
2017-06-16	64.454002
2017-06-15	64.565002
2017-06-14	64.255004
2017-06-13	64.355003
2017-06-12	64.495002
2017-06-11	64.264999
2017-06-10	64.263999
2017-06-09	64.263999
2017-06-08	64.263999
2017-06-07	64.433998
2017-06-06	64.444
2017-06-05	64.355003
2017-06-04	64.425003
2017-06-03	64.459999
2017-06-02	64.459999
2017-06-01	64.459999
2017-05-31	64.529998
2017-05-30	64.625
2017-05-29	64.559997
2017-05-28	64.529998
2017-05-27	64.529998
2017-05-26	64.529998
2017-05-25	64.575004
2017-05-24	64.775001
2017-05-23	64.893997
2017-05-22	64.504005
2017-05-21	64.583999
2017-05-20	64.895004
2017-05-19	64.895004
2017-05-18	64.895004
2017-05-17	64.325004
2017-05-16	64.055
2017-05-15	64.064994
2017-05-14	64.262001
2017-05-13	64.262001
2017-05-12	64.262001
2017-05-11	64.414001
2017-05-10	64.550003
2017-05-09	64.693
2017-05-08	64.363998
2017-05-07	64.323997
2017-05-06	64.325004
2017-05-05	64.325004
2017-05-04	64.224998
2017-05-03	64.175003
2017-05-02	64.173995
2017-05-01	64.263999
2017-04-30	64.294998
2017-04-29	64.294998
2017-04-28	64.294998
2017-04-27	64.125
2017-04-26	64.135002
2017-04-25	64.334999
2017-04-24	64.509994
2017-04-23	64.654998
2017-04-22	64.653999
2017-04-21	64.653999
2017-04-20	64.634002
2017-04-19	64.653999
2017-04-18	64.575004
2017-04-17	64.484001
2017-04-16	64.484001
2017-04-15	64.484001
2017-04-14	64.484001
2017-04-13	64.454002
2017-04-12	64.595001
2017-04-11	64.575004
2017-04-10	64.595001
2017-04-09	64.291
2017-04-08	64.626998
2017-04-07	64.626998
2017-04-06	64.626998
2017-04-05	64.995002
2017-04-04	65.095001
2017-04-03	64.985
2017-04-02	64.875
2017-04-01	64.874
2017-03-31	64.874
2017-03-30	64.875
2017-03-29	64.864997
2017-03-28	65.045005
2017-03-27	64.995002
2017-03-26	65.424995
2017-03-25	65.424995
2017-03-24	65.424995
2017-03-23	65.453994
2017-03-22	65.453994
2017-03-21	65.504997
2017-03-20	65.344001
2017-03-19	65.473999
2017-03-18	65.473999
2017-03-17	65.473999
2017-03-16	65.383995
2017-03-15	65.275001
2017-03-14	65.784004
2017-03-13	66.183998
2017-03-12	66.554
2017-03-11	66.554
2017-03-10	66.554
2017-03-09	66.764999
2017-03-08	66.805
2017-03-07	66.638999
2017-03-06	66.634994
2017-03-05	66.774002
2017-03-04	66.774002
2017-03-03	66.774002
2017-03-02	66.783996
2017-03-01	66.724998
2017-02-28	66.723999
2017-02-27	66.713996
2017-02-26	66.643997
2017-02-25	66.643997
2017-02-24	66.643997
2017-02-23	66.708999
2017-02-22	66.934997
2017-02-21	66.974998
2017-02-20	66.919998
2017-02-19	67.084999
2017-02-18	67.084999
2017-02-17	67.084999
2017-02-16	67.083999
2017-02-15	66.874
2017-02-14	66.825004
2017-02-13	66.924003
2017-02-12	66.837005
2017-02-11	66.837005
2017-02-10	66.837005
2017-02-09	66.763999
2017-02-08	67.069999
2017-02-07	67.354995
2017-02-06	67.184997
2017-02-05	67.199996
2017-02-04	67.199005
2017-02-03	67.199005
2017-02-02	67.224998
2017-02-01	67.404998
2017-01-31	67.513999
2017-01-30	67.844001
2017-01-29	68.134002
2017-01-28	68.103996
2017-01-27	68.103996
2017-01-26	68.178001
2017-01-25	67.993995
2017-01-24	68.172004
2017-01-23	68.073997
2017-01-22	68.073997
2017-01-21	68.073997
2017-01-20	68.073997
2017-01-19	68.114997
2017-01-18	68.236999
2017-01-17	67.894996
2017-01-16	68.119499
2017-01-15	68.182998
2017-01-14	68.184997
2017-01-13	68.184997
2017-01-12	68.154502
